,zip_code,march_20,april_20,diff,diffpct
636,6605,4,2,2,100.00
637,14616,4,1,3,300.00
638,11022,4,4,0,0.00
639,7093,4,6,-2,-33.33
640,12210,4,2,2,100.00
641,12054,4,4,0,0.00
642,7083,4,2,2,100.00
643,13783,4,2,2,100.00
644,12184,4,3,1,33.33
645,11705,4,3,1,33.33
646,12304,4,6,-2,-33.33
647,12468,4,2,2,100.00
648,10407,4,4,0,0.00
649,8863,4,4,0,0.00
650,12076,4,3,1,33.33
651,10984,4,5,-1,-20.00
652,14228,4,3,1,33.33
653,12421,4,2,2,100.00
654,7306,4,4,0,0.00
655,12776,4,2,2,100.00
656,11108,4,2,2,100.00
657,77034,4,3,1,33.33
658,11252,4,3,1,33.33
659,12549,4,2,2,100.00
660,13731,4,4,0,0.00
661,12484,4,4,0,0.00
662,7305,4,5,-1,-20.00
663,11343,4,3,1,33.33
664,7042,4,2,2,100.00
665,14221,4,3,1,33.33
666,13820,4,3,1,33.33
667,12123,4,3,1,33.33
668,11952,4,3,1,33.33
669,12563,4,2,2,100.00
670,13839,4,2,2,100.00
671,7666,4,3,1,33.33
672,11548,4,3,1,33.33
673,38105,4,5,-1,-20.00
674,12473,4,4,0,0.00
675,12521,4,9,-5,-55.56
676,33160,4,1,3,300.00
677,7018,4,2,2,100.00
678,7032,4,5,-1,-20.00
679,12472,4,4,0,0.00
680,12586,3,5,-2,-40.00
681,11571,3,4,-1,-25.00
682,12569,3,3,0,0.00
683,12061,3,2,1,50.00
684,12474,3,4,-1,-25.00
685,12204,3,1,2,200.00
686,12792,3,1,2,200.00
687,23320,3,4,-1,-25.00
688,11769,3,5,-2,-40.00
689,1230,3,1,2,200.00
690,11721,3,3,0,0.00
691,14201,3,2,1,50.00
692,11547,3,4,-1,-25.00
693,10278,3,7,-4,-57.14
694,12759,3,4,-1,-25.00
695,12866,3,6,-3,-50.00
696,7074,3,4,-1,-25.00
697,11752,3,2,1,50.00
698,10548,3,2,1,50.00
699,12106,3,2,1,50.00
700,7003,3,1,2,200.00
701,12783,3,3,0,0.00
702,11802,3,4,-1,-25.00
703,8830,3,3,0,0.00
704,14527,3,1,2,200.00
705,10125,3,2,1,50.00
706,7716,3,2,1,50.00
707,12173,3,3,0,0.00
708,10597,3,1,2,200.00
709,14225,3,1,2,200.00
710,12469,3,3,0,0.00
711,13904,3,1,2,200.00
712,11304,3,7,-4,-57.14
713,12122,3,2,1,50.00
714,7011,3,1,2,200.00
715,12803,3,3,0,0.00
716,13492,3,1,2,200.00
717,13212,3,2,1,50.00
718,10589,3,4,-1,-25.00
719,7751,3,3,0,0.00
720,8540,3,4,-1,-25.00
721,13208,3,3,0,0.00
722,12580,3,3,0,0.00
723,8901,3,2,1,50.00
724,13617,3,2,1,50.00
725,6903,3,1,2,200.00
726,10974,3,3,0,0.00
727,8869,3,3,0,0.00
728,11579,3,4,-1,-25.00
729,12444,3,2,1,50.00
730,10916,3,2,1,50.00
731,12455,3,4,-1,-25.00
732,10928,3,3,0,0.00
733,12017,3,1,2,200.00
734,14623,3,4,-1,-25.00
735,7109,3,3,0,0.00
736,12517,3,2,1,50.00
737,11395,3,2,1,50.00
738,10177,3,3,0,0.00
739,8527,3,1,2,200.00
740,10517,3,1,2,200.00
741,11955,3,3,0,0.00
742,10998,3,3,0,0.00
743,12566,3,1,2,200.00
744,13754,3,3,0,0.00
745,10986,3,1,2,200.00
746,12441,3,3,0,0.00
747,12306,3,3,0,0.00
748,14620,3,4,-1,-25.00
749,12020,3,2,1,50.00
750,11551,3,4,-1,-25.00
751,14621,3,3,0,0.00
752,12442,3,3,0,0.00
753,12575,3,2,1,50.00
754,12514,3,2,1,50.00
755,10919,3,3,0,0.00
756,10964,3,3,0,0.00
757,6902,3,2,1,50.00
758,12037,3,5,-2,-40.00
759,19144,3,1,2,200.00
760,11376,3,1,2,200.00
761,20854,3,3,0,0.00
762,6784,3,1,2,200.00
763,7627,3,1,2,200.00
764,14617,3,1,2,200.00
765,13350,3,1,2,200.00
766,11389,3,2,1,50.00
767,11718,3,3,0,0.00
768,12518,3,2,1,50.00
769,11248,3,2,1,50.00
770,11948,3,3,0,0.00
771,13014,3,3,0,0.00
772,12450,3,3,0,0.00
773,12522,3,5,-2,-40.00
774,6840,3,1,2,200.00
775,7501,3,1,2,200.00
776,11977,3,2,1,50.00
777,12719,2,1,1,100.00
778,91364,2,2,0,0.00
779,14612,2,3,-1,-33.33
780,7657,2,1,1,100.00
781,11321,2,1,1,100.00
782,13813,2,1,1,100.00
783,18372,2,1,1,100.00
784,20910,2,1,1,100.00
785,11335,2,3,-1,-33.33
786,12165,2,3,-1,-33.33
787,11323,2,4,-2,-50.00
788,7407,2,2,0,0.00
789,53227,2,2,0,0.00
790,14615,2,1,1,100.00
791,14611,2,3,-1,-33.33
792,12525,2,1,1,100.00
793,12167,2,1,1,100.00
794,10518,2,3,-1,-33.33
795,12779,2,4,-2,-50.00
796,12491,2,1,1,100.00
797,12788,2,1,1,100.00
798,14817,2,2,0,0.00
799,14208,2,1,1,100.00
800,14211,2,3,-1,-33.33
801,11317,2,1,1,100.00
802,12733,2,4,-2,-50.00
803,18324,2,1,1,100.00
804,94129,2,2,0,0.00
805,10535,2,2,0,0.00
806,7105,2,1,1,100.00
807,14618,2,3,-1,-33.33
808,12583,2,1,1,100.00
809,7102,2,4,-2,-50.00
810,6390,2,2,0,0.00
811,12740,2,2,0,0.00
812,12531,2,2,0,0.00
813,12222,2,3,-1,-33.33
814,7206,2,1,1,100.00
815,6611,2,1,1,100.00
816,12568,2,3,-1,-33.33
817,7621,2,3,-1,-33.33
818,12737,2,5,-3,-60.00
819,7201,2,2,0,0.00
820,12504,2,3,-1,-33.33
821,7631,2,1,1,100.00
822,6607,2,1,1,100.00
823,33131,2,1,1,100.00
824,7604,2,1,1,100.00
825,7067,2,1,1,100.00
826,12501,2,2,0,0.00
827,7086,2,1,1,100.00
828,7054,2,2,0,0.00
829,13795,2,1,1,100.00
830,13797,2,1,1,100.00
831,12723,2,1,1,100.00
832,14217,2,1,1,100.00
833,11314,2,2,0,0.00
834,13365,2,2,0,0.00
835,11739,2,2,0,0.00
836,7646,2,1,1,100.00
837,7060,2,2,0,0.00
838,11475,2,2,0,0.00
839,13205,2,1,1,100.00
840,11306,2,2,0,0.00
841,6516,2,1,1,100.00
842,12182,2,3,-1,-33.33
843,19406,2,2,0,0.00
844,13202,2,3,-1,-33.33
845,14226,2,2,0,0.00
846,11634,2,1,1,100.00
847,14224,2,2,0,0.00
848,12747,2,1,1,100.00
849,11786,2,2,0,0.00
850,12786,2,3,-1,-33.33
851,12928,2,2,0,0.00
852,33434,2,2,0,0.00
853,12941,2,1,1,100.00
854,14092,2,2,0,0.00
855,14094,2,4,-2,-50.00
856,13057,2,2,0,0.00
857,8854,2,3,-1,-33.33
858,6790,2,3,-1,-33.33
859,33426,2,1,1,100.00
860,13053,2,1,1,100.00
861,18040,2,1,1,100.00
862,11026,2,1,1,100.00
863,12051,2,1,1,100.00
864,12402,2,2,0,0.00
865,12494,2,2,0,0.00
866,11028,2,1,1,100.00
867,11029,2,4,-2,-50.00
868,19067,2,1,1,100.00
869,8816,2,1,1,100.00
870,64105,2,3,-1,-33.33
871,11018,2,1,1,100.00
872,10402,2,1,1,100.00
873,8837,2,4,-2,-50.00
874,11388,2,2,0,0.00
875,12453,2,2,0,0.00
876,2840,2,1,1,100.00
877,60106,2,2,0,0.00
878,6883,2,1,1,100.00
879,11947,2,4,-2,-50.00
880,10922,2,4,-2,-50.00
881,13624,2,2,0,0.00
882,13021,2,2,0,0.00
883,10975,2,1,1,100.00
884,10963,2,2,0,0.00
885,12443,2,2,0,0.00
886,7307,2,2,0,0.00
887,12431,2,1,1,100.00
888,19125,2,2,0,0.00
889,19137,2,3,-1,-33.33
890,19148,2,1,1,100.00
891,12435,2,1,1,100.00
892,12420,2,1,1,100.00
893,6905,2,1,1,100.00
894,16117,2,2,0,0.00
895,11935,2,3,-1,-33.33
896,10994,2,3,-1,-33.33
897,12452,2,2,0,0.00
898,30354,2,2,0,0.00
899,11931,2,2,0,0.00
900,11940,2,2,0,0.00
901,12454,2,2,0,0.00
902,11387,2,3,-1,-33.33
903,10982,2,2,0,0.00
904,10996,2,1,1,100.00
905,14057,2,1,1,100.00
906,11397,2,2,0,0.00
907,12015,2,2,0,0.00
908,12440,2,2,0,0.00
909,12423,2,2,0,0.00
910,13027,2,2,0,0.00
911,12458,2,2,0,0.00
912,30307,2,2,0,0.00
913,20773,2,2,0,0.00
914,33309,2,2,0,0.00
915,11100,2,2,0,0.00
916,75019,2,2,0,0.00
917,13833,2,2,0,0.00
918,13461,2,1,1,100.00
919,14870,2,3,-1,-33.33
920,11796,2,1,1,100.00
921,10505,2,1,1,100.00
922,12118,2,1,1,100.00
923,13843,2,1,1,100.00
924,11619,2,1,1,100.00
925,10551,2,3,-1,-33.33
926,14437,2,2,0,0.00
927,2842,2,2,0,0.00
928,8731,2,2,0,0.00
929,2906,2,1,1,100.00
930,90401,2,4,-2,-50.00
931,14207,2,2,0,0.00
932,11328,2,1,1,100.00
933,10482,2,3,-1,-33.33
934,12144,2,2,0,0.00
935,8701,2,1,1,100.00
936,2118,2,1,1,100.00
937,12149,2,1,1,100.00
938,44240,2,2,0,0.00
939,91602,2,3,-1,-33.33
940,8046,2,2,0,0.00
941,12483,2,1,1,100.00
942,10542,2,1,1,100.00
943,12485,2,2,0,0.00
944,7008,2,1,1,100.00
945,11065,2,1,1,100.00
946,33139,2,2,0,0.00
947,12086,2,1,1,100.00
948,14514,2,1,1,100.00
949,12084,2,1,1,100.00
950,14120,2,1,1,100.00
951,14127,2,1,1,100.00
952,10802,2,3,-1,-33.33
953,10588,2,2,0,0.00
954,37421,2,2,0,0.00
955,7746,2,2,0,0.00
956,45241,2,1,1,100.00
957,13901,2,4,-2,-50.00
958,12457,2,2,0,0.00
959,13090,2,2,0,0.00
960,14605,2,1,1,100.00
961,11032,2,1,1,100.00
962,7960,2,2,0,0.00
963,10408,2,4,-2,-50.00
964,8872,2,2,0,0.00
965,12845,2,1,1,100.00
966,12465,2,2,0,0.00
967,12540,2,3,-1,-33.33
968,11442,2,2,0,0.00
969,12832,2,1,1,100.00
970,12834,2,2,0,0.00
971,20002,2,1,1,100.00
972,12083,2,3,-1,-33.33
973,10483,1,1,0,0.00
974,20746,1,1,0,0.00
975,12547,1,1,0,0.00
976,10499,1,1,0,0.00
977,12542,1,2,-1,-50.00
978,14604,1,2,-1,-50.00
979,14607,1,1,0,0.00
980,90403,1,1,0,0.00
981,12552,1,1,0,0.00
982,23801,1,1,0,0.00
983,14580,1,1,0,0.00
984,77023,1,1,0,0.00
985,10503,1,1,0,0.00
986,11531,1,3,-2,-66.67
987,11256,1,1,0,0.00
988,37090,1,1,0,0.00
989,10317,1,1,0,0.00
990,48197,1,1,0,0.00
991,11336,1,2,-1,-50.00
992,10319,1,1,0,0.00
993,11340,1,1,0,0.00
994,14414,1,1,0,0.00
995,10316,1,2,-1,-50.00
996,90212,1,2,-1,-50.00
997,11345,1,2,-1,-50.00
998,13379,1,1,0,0.00
999,11329,1,1,0,0.00
1000,11334,1,1,0,0.00
1001,96367,1,1,0,0.00
1002,11320,1,1,0,0.00
1003,13373,1,1,0,0.00
1004,11327,1,2,-1,-50.00
1005,11350,1,1,0,0.00
1006,32837,1,1,0,0.00
1007,48226,1,1,0,0.00
1008,12405,1,1,0,0.00
1009,11383,1,2,-1,-50.00
1010,13417,1,1,0,0.00
1011,14445,1,1,0,0.00
1012,14432,1,2,-1,-50.00
1013,2149,1,1,0,0.00
1014,11347,1,1,0,0.00
1015,13413,1,3,-2,-66.67
1016,14424,1,1,0,0.00
1017,11353,1,1,0,0.00
1018,13407,1,1,0,0.00
1019,14430,1,1,0,0.00
1020,11346,1,1,0,0.00
1021,13375,1,1,0,0.00
1022,13320,1,1,0,0.00
1023,11284,1,1,0,0.00
1024,1040,1,1,0,0.00
1025,9227,1,1,0,0.00
1026,11275,1,1,0,0.00
1027,12305,1,2,-1,-50.00
1028,11278,1,1,0,0.00
1029,12301,1,2,-1,-50.00
1030,12302,1,2,-1,-50.00
1031,11280,1,2,-1,-50.00
1032,11325,1,1,0,0.00
1033,11309,1,2,-1,-50.00
1034,85016,1,1,0,0.00
1035,11305,1,2,-1,-50.00
1036,8232,1,1,0,0.00
1037,72712,1,1,0,0.00
1038,7202,1,1,0,0.00
1039,14361,1,1,0,0.00
1040,13339,1,2,-1,-50.00
1041,10265,1,1,0,0.00
1042,45069,1,1,0,0.00
1043,12412,1,1,0,0.00
1044,10361,1,1,0,0.00
1045,12482,1,1,0,0.00
1046,37072,1,1,0,0.00
1047,12487,1,1,0,0.00
1048,34990,1,1,0,0.00
1049,10425,1,3,-2,-66.67
1050,14526,1,1,0,0.00
1051,46240,1,1,0,0.00
1052,14513,1,1,0,0.00
1053,90266,1,2,-1,-50.00
1054,12466,1,2,-1,-50.00
1055,6320,1,1,0,0.00
1056,10423,1,2,-1,-50.00
1057,10434,1,1,0,0.00
1058,12470,1,1,0,0.00
1059,10478,1,2,-1,-50.00
1060,10479,1,1,0,0.00
1061,93380,1,1,0,0.00
1062,10476,1,1,0,0.00
1063,12513,1,1,0,0.00
1064,12512,1,1,0,0.00
1065,12507,1,1,0,0.00
1066,11458,1,1,0,0.00
1067,12506,1,1,0,0.00
1068,11474,1,1,0,0.00
1069,77043,1,1,0,0.00
1070,11472,1,1,0,0.00
1071,14546,1,1,0,0.00
1072,8401,1,1,0,0.00
1073,11476,1,1,0,0.00
1074,91362,1,1,0,0.00
1075,80111,1,1,0,0.00
1076,10410,1,1,0,0.00
1077,12410,1,1,0,0.00
1078,12416,1,2,-1,-50.00
1079,12436,1,1,0,0.00
1080,12439,1,1,0,0.00
1081,12438,1,1,0,0.00
1082,12424,1,1,0,0.00
1083,12427,1,1,0,0.00
1084,14478,1,1,0,0.00
1085,11405,1,1,0,0.00
1086,32901,1,1,0,0.00
1087,12419,1,1,0,0.00
1088,11398,1,1,0,0.00
1089,14469,1,2,-1,-50.00
1090,55450,1,2,-1,-50.00
1091,13459,1,2,-1,-50.00
1092,12459,1,1,0,0.00
1093,12460,1,1,0,0.00
1094,11437,1,1,0,0.00
1095,10413,1,1,0,0.00
1096,10403,1,2,-1,-50.00
1097,34951,1,1,0,0.00
1098,10400,1,1,0,0.00
1099,11425,1,1,0,0.00
1100,19626,1,1,0,0.00
1101,2210,1,1,0,0.00
1102,84104,1,1,0,0.00
1103,19603,1,1,0,0.00
1104,11765,1,3,-2,-66.67
1105,14613,1,3,-2,-66.67
1106,11042,1,2,-1,-50.00
1107,55102,1,1,0,0.00
1108,22314,1,1,0,0.00
1109,76549,1,1,0,0.00
1110,11033,1,1,0,0.00
1111,13104,1,2,-1,-50.00
1112,11027,1,2,-1,-50.00
1113,12042,1,1,0,0.00
1114,13066,1,1,0,0.00
1115,13071,1,1,0,0.00
1116,7940,1,1,0,0.00
1117,14131,1,1,0,0.00
1118,10058,1,1,0,0.00
1119,13148,1,1,0,0.00
1120,12124,1,1,0,0.00
1121,10076,1,1,0,0.00
1122,12115,1,1,0,0.00
1123,8016,1,1,0,0.00
1124,28508,1,1,0,0.00
1125,10057,1,1,0,0.00
1126,10045,1,1,0,0.00
1127,12111,1,1,0,0.00
1128,33624,1,1,0,0.00
1129,10055,1,1,0,0.00
1130,10053,1,1,0,0.00
1131,10043,1,1,0,0.00
1132,12095,1,1,0,0.00
1133,10046,1,2,-1,-50.00
1134,11013,1,2,-1,-50.00
1135,12025,1,1,0,0.00
1136,11972,1,1,0,0.00
1137,14026,1,1,0,0.00
1138,10958,1,1,0,0.00
1139,11980,1,1,0,0.00
1140,23234,1,1,0,0.00
1141,13006,1,1,0,0.00
1142,6853,1,1,0,0.00
1143,59102,1,1,0,0.00
1144,11973,1,2,-1,-50.00
1145,10949,1,1,0,0.00
1146,14011,1,1,0,0.00
1147,34476,1,1,0,0.00
1148,15024,1,1,0,0.00
1149,57006,1,1,0,0.00
1150,67220,1,1,0,0.00
1151,7857,1,1,0,0.00
1152,13012,1,2,-1,-50.00
1153,21230,1,1,0,0.00
1154,2809,1,2,-1,-50.00
1155,81611,1,1,0,0.00
1156,13037,1,1,0,0.00
1157,14051,1,4,-3,-75.00
1158,21208,1,2,-1,-50.00
1159,21224,1,1,0,0.00
1160,6877,1,1,0,0.00
1161,10968,1,3,-2,-66.67
1162,10969,1,2,-1,-50.00
1163,19154,1,1,0,0.00
1164,19152,1,1,0,0.00
1165,6870,1,2,-1,-50.00
1166,13010,1,1,0,0.00
1167,55110,1,1,0,0.00
1168,12121,1,1,0,0.00
1169,53214,1,1,0,0.00
1170,7108,1,1,0,0.00
1171,11200,1,1,0,0.00
1172,10182,1,2,-1,-50.00
1173,6074,1,1,0,0.00
1174,12211,1,2,-1,-50.00
1175,7095,1,2,-1,-50.00
1176,11191,1,1,0,0.00
1177,12201,1,2,-1,-50.00
1178,12207,1,3,-2,-66.67
1179,11170,1,1,0,0.00
1180,65466,1,1,0,0.00
1181,12193,1,1,0,0.00
1182,11169,1,1,0,0.00
1183,2908,1,1,0,0.00
1184,10221,1,1,0,0.00
1185,90064,1,1,0,0.00
1186,11250,1,1,0,0.00
1187,11255,1,1,0,0.00
1188,11253,1,1,0,0.00
1189,11240,1,1,0,0.00
1190,11246,1,1,0,0.00
1191,90049,1,1,0,0.00
1192,92129,1,1,0,0.00
1193,10201,1,1,0,0.00
1194,14303,1,1,0,0.00
1195,6103,1,1,0,0.00
1196,23513,1,1,0,0.00
1197,12234,1,1,0,0.00
1198,7072,1,1,0,0.00
1199,90036,1,1,0,0.00
1200,78757,1,1,0,0.00
1201,12164,1,1,0,0.00
1202,12155,1,1,0,0.00
1203,7033,1,1,0,0.00
1204,14206,1,1,0,0.00
1205,11122,1,2,-1,-50.00
1206,18301,1,2,-1,-50.00
1207,11120,1,1,0,0.00
1208,10096,1,1,0,0.00
1209,7026,1,2,-1,-50.00
1210,12186,1,1,0,0.00
1211,12137,1,1,0,0.00
1212,13165,1,1,0,0.00
1213,7013,1,2,-1,-50.00
1214,12128,1,2,-1,-50.00
1215,10080,1,1,0,0.00
1216,11137,1,1,0,0.00
1217,7047,1,1,0,0.00
1218,13211,1,1,0,0.00
1219,14227,1,1,0,0.00
1220,6033,1,2,-1,-50.00
1221,18328,1,1,0,0.00
1222,7052,1,1,0,0.00
1223,7055,1,1,0,0.00
1224,10126,1,2,-1,-50.00
1225,14222,1,3,-2,-66.67
1226,8075,1,1,0,0.00
1227,10933,1,1,0,0.00
1228,7446,1,1,0,0.00
1229,13746,1,1,0,0.00
1230,12725,1,1,0,0.00
1231,7601,1,2,-1,-50.00
1232,12724,1,1,0,0.00
1233,14760,1,2,-1,-50.00
1234,34236,1,1,0,0.00
1235,20902,1,1,0,0.00
1236,13730,1,2,-1,-50.00
1237,12734,1,1,0,0.00
1238,13733,1,1,0,0.00
1239,10662,1,1,0,0.00
1240,33166,1,1,0,0.00
1241,10652,1,1,0,0.00
1242,10642,1,1,0,0.00
1243,10641,1,2,-1,-50.00
1244,33154,1,1,0,0.00
1245,12720,1,1,0,0.00
1246,14781,1,1,0,0.00
1247,11654,1,1,0,0.00
1248,13782,1,1,0,0.00
1249,94706,1,1,0,0.00
1250,12762,1,1,0,0.00
1251,13788,1,1,0,0.00
1252,7643,1,2,-1,-50.00
1253,12753,1,1,0,0.00
1254,12752,1,1,0,0.00
1255,14802,1,1,0,0.00
1256,13778,1,1,0,0.00
1257,14803,1,1,0,0.00
1258,11734,1,2,-1,-50.00
1259,11732,1,1,0,0.00
1260,12746,1,1,0,0.00
1261,13756,1,1,0,0.00
1262,7624,1,1,0,0.00
1263,12749,1,1,0,0.00
1264,11724,1,1,0,0.00
1265,12750,1,1,0,0.00
1266,11715,1,1,0,0.00
1267,12736,1,1,0,0.00
1268,28104,1,1,0,0.00
1269,76262,1,1,0,0.00
1270,12729,1,1,0,0.00
1271,14779,1,1,0,0.00
1272,13697,1,1,0,0.00
1273,33470,1,1,0,0.00
1274,10563,1,1,0,0.00
1275,11578,1,1,0,0.00
1276,30000,1,1,0,0.00
1277,12604,1,1,0,0.00
1278,10546,1,3,-2,-66.67
1279,91423,1,1,0,0.00
1280,6451,1,1,0,0.00
1281,6468,1,1,0,0.00
1282,34110,1,1,0,0.00
1283,17701,1,1,0,0.00
1284,10537,1,2,-1,-50.00
1285,12577,1,1,0,0.00
1286,7461,1,1,0,0.00
1287,14627,1,1,0,0.00
1288,12574,1,1,0,0.00
1289,14718,1,1,0,0.00
1290,6518,1,2,-1,-50.00
1291,94555,1,1,0,0.00
1292,11637,1,1,0,0.00
1293,6511,1,1,0,0.00
1294,30058,1,1,0,0.00
1295,30022,1,1,0,0.00
1296,8550,1,1,0,0.00
1297,7522,1,1,0,0.00
1298,7504,1,1,0,0.00
1299,94591,1,1,0,0.00
1300,6477,1,1,0,0.00
1301,30023,1,1,0,0.00
1302,7647,1,1,0,0.00
1303,14810,1,1,0,0.00
1304,8801,1,2,-1,-50.00
1305,33432,1,1,0,0.00
1306,6770,1,1,0,0.00
1307,21093,1,1,0,0.00
1308,21094,1,1,0,0.00
1309,18031,1,1,0,0.00
1310,6757,1,1,0,0.00
1311,2661,1,1,0,0.00
1312,8807,1,1,0,0.00
1313,90703,1,1,0,0.00
1314,95865,1,1,0,0.00
1315,19015,1,1,0,0.00
1316,20036,1,1,0,0.00
1317,90732,1,1,0,0.00
1318,14905,1,1,0,0.00
1319,8852,1,1,0,0.00
1320,10917,1,1,0,0.00
1321,8873,1,1,0,0.00
1322,6831,1,1,0,0.00
1323,8879,1,2,-1,-50.00
1324,91786,1,1,0,0.00
1325,91789,1,1,0,0.00
1326,11941,1,2,-1,-50.00
1327,12966,1,1,0,0.00
1328,10905,1,1,0,0.00
1329,64141,1,1,0,0.00
1330,10910,1,1,0,0.00
1331,33418,1,1,0,0.00
1332,6810,1,2,-1,-50.00
1333,28314,1,1,0,0.00
1334,19103,1,1,0,0.00
1335,81435,1,1,0,0.00
1336,20016,1,1,0,0.00
1337,14842,1,1,0,0.00
1338,34284,1,1,0,0.00
1339,7675,1,1,0,0.00
1340,87506,1,1,0,0.00
1341,75219,1,1,0,0.00
1342,78288,1,2,-1,-50.00
1343,10743,1,1,0,0.00
1344,13815,1,1,0,0.00
1345,11257,1,1,0,0.00
1346,7662,1,1,0,0.00
1347,48626,1,1,0,0.00
1348,75205,1,1,0,0.00
1349,13827,1,1,0,0.00
1350,12801,1,1,0,0.00
1351,8753,1,1,0,0.00
1352,14901,1,2,-1,-50.00
1353,7731,1,1,0,0.00
1354,7719,1,1,0,0.00
1355,20010,1,1,0,0.00
1356,12836,1,1,0,0.00
1357,11804,1,2,-1,-50.00
1358,13841,1,1,0,0.00
1359,12817,1,1,0,0.00
1360,12820,1,1,0,0.00
1361,13835,1,2,-1,-50.00
1362,92705,1,1,0,0.00